Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A733412,*Graham,08/21/2016 02:31:00 PM,08/21/2016 02:31:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue,*Graham,09/11/2016 05:04:00 PM,09/11/2016 05:04:00 PM,07/21/2016,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue,0.0
A707372,,07/11/2015 04:27:00 PM,07/11/2015 04:27:00 PM,15134 Sarahs Creek Dr in Pflugerville (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue Tabby,,07/12/2015 09:00:00 AM,07/12/2015 09:00:00 AM,07/11/2014,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue Tabby,0.0
A789813,Puppet,02/28/2019 11:18:00 AM,02/28/2019 11:18:00 AM,West Ben White Boulevard And Manchaca Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Beagle Mix,Tricolor,Puppet,03/06/2019 05:42:00 PM,03/06/2019 05:42:00 PM,02/28/2017,Dog,Neutered Male,2 years,Beagle Mix,Tricolor,0.0
A770925,Keke,04/27/2018 12:03:00 PM,04/27/2018 12:03:00 PM,5905 Williamson Road in Creedmoor (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,Keke,08/12/2018 07:12:00 PM,08/12/2018 07:12:00 PM,04/05/2018,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Torbie,0.0
A740530,,12/18/2016 09:23:00 PM,12/18/2016 09:23:00 PM,12820 N Lamar Blvd in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Bat Mix,Brown,,12/19/2016 09:00:00 AM,12/19/2016 09:00:00 AM,12/18/2015,Other,Unknown,1 year,Bat Mix,Brown,1.0
A778165,,08/09/2018 01:34:00 PM,08/09/2018 01:34:00 PM,11700 Uplands Ridge in Austin (TX),Stray,Nursing,Cat,Unknown,2 weeks,Domestic Medium Hair Mix,White/Cream,,08/09/2018 05:38:00 PM,08/09/2018 05:38:00 PM,07/25/2018,Cat,Unknown,2 weeks,Domestic Medium Hair Mix,White/Cream,0.0
A723907,*Wenonah,04/08/2016 04:37:00 PM,04/08/2016 04:37:00 PM,Mlk & San Jacinto Blvd in Austin (TX),Stray,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Torbie/White,*Wenonah,06/10/2016 12:57:00 PM,06/10/2016 12:57:00 PM,04/08/2012,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Torbie/White,0.0
A806720,Bella,10/14/2019 04:29:00 PM,10/14/2019 04:29:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull,Brown Brindle,Bella,10/22/2019 03:12:00 PM,10/22/2019 03:12:00 PM,10/14/2017,Dog,Spayed Female,2 years,Pit Bull,Brown Brindle,0.0
A673515,Charlie,02/25/2014 02:06:00 PM,02/25/2014 02:06:00 PM,Armstrong Ave in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,Cairn Terrier Mix,Brown Brindle/White,Charlie,03/03/2014 04:07:00 PM,03/03/2014 04:07:00 PM,02/25/2012,Dog,Neutered Male,2 years,Cairn Terrier Mix,Brown Brindle/White,0.0
A668728,Star,12/08/2013 11:55:00 AM,12/08/2013 11:55:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,American Eskimo Mix,White,Star,12/10/2013 12:25:00 PM,12/10/2013 12:25:00 PM,12/08/2012,Dog,Neutered Male,1 year,American Eskimo Mix,White,0.0
A691944,Rosie,11/12/2014 02:54:00 PM,11/12/2014 02:54:00 PM,"Bee Cave, Tx in Bee Cave (TX)",Stray,Normal,Dog,Spayed Female,4 years,Australian Cattle Dog Mix,Red Merle,Rosie,11/14/2014 03:37:00 PM,11/14/2014 03:37:00 PM,05/14/2010,Dog,Spayed Female,4 years,Australian Cattle Dog Mix,Red Merle,0.0
A716131,Spike,11/15/2015 11:25:00 AM,11/15/2015 11:25:00 AM,Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Yellow,Spike,11/17/2015 12:00:00 AM,11/17/2015 12:00:00 AM,01/15/2014,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Yellow,0.0
A812623,,01/25/2020 03:42:00 PM,01/25/2020 03:42:00 PM,2204 Shady Lane in Austin (TX),Stray,Sick,Dog,Intact Female,10 months,Pit Bull,Blue/White,,01/26/2020 01:16:00 PM,01/26/2020 01:16:00 PM,03/26/2019,Dog,Intact Female,10 months,Pit Bull,Blue/White,0.0
A758066,,09/11/2017 10:23:00 AM,09/11/2017 10:23:00 AM,Techni Center Dr in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Yorkshire Terrier Mix,Tan/Black,,09/17/2017 05:16:00 PM,09/17/2017 05:16:00 PM,04/11/2017,Dog,Spayed Female,5 months,Yorkshire Terrier Mix,Tan/Black,0.0
A808723,,11/12/2019 08:04:00 AM,11/12/2019 08:04:00 AM,Onion Creek And South Pleasant Valley in Austin (TX),Stray,Injured,Dog,Unknown,10 years,Australian Cattle Dog Mix,White/Black,,11/12/2019 12:00:00 AM,11/12/2019 12:00:00 AM,11/12/2009,Dog,Unknown,10 years,Australian Cattle Dog Mix,White/Black,1.0
A737107,,10/22/2016 12:32:00 PM,10/22/2016 12:32:00 PM,1548 Farm To Market 685 in Travis (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Cream Tabby,,10/22/2016 03:08:00 PM,10/22/2016 03:08:00 PM,10/07/2016,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Cream Tabby,0.0
A687560,*Moose,09/06/2014 01:40:00 PM,09/06/2014 01:40:00 PM,11240 Bitting School Rd in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Queensland Heeler,Black/White,*Moose,09/29/2014 03:36:00 PM,09/29/2014 03:36:00 PM,09/06/2012,Dog,Neutered Male,2 years,Labrador Retriever/Queensland Heeler,Black/White,0.0
A800688,,07/25/2019 08:38:00 AM,07/25/2019 08:38:00 AM,13201 Ranch Rd 620 N in Austin (TX),Stray,Sick,Dog,Intact Male,5 years,Labrador Retriever Mix,Black/Brown,,07/25/2019 08:40:00 AM,07/25/2019 08:40:00 AM,07/25/2014,Dog,Intact Male,5 years,Labrador Retriever Mix,Black/Brown,0.0
A621534,Diamond,12/04/2014 09:17:00 AM,12/04/2014 09:17:00 AM,2206 Blue Meadow Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Staffordshire Mix,Blue/White,Diamond,12/04/2014 02:14:00 PM,12/04/2014 02:14:00 PM,09/08/2010,Dog,Spayed Female,4 years,Staffordshire Mix,Blue/White,0.0
A684437,*Macaroni,08/08/2014 01:26:00 PM,08/08/2014 01:26:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Miniature Schnauzer/Miniature Poodle,White/Buff,*Macaroni,08/10/2014 11:42:00 AM,08/10/2014 11:42:00 AM,05/12/2014,Dog,Neutered Male,2 months,Miniature Schnauzer/Miniature Poodle,White/Buff,0.0
A701553,Roxy,05/19/2015 01:57:00 PM,05/19/2015 01:57:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 months,Pit Bull Mix,Black/White,Roxy,05/25/2015 02:33:00 PM,05/25/2015 02:33:00 PM,02/18/2015,Dog,Spayed Female,3 months,Pit Bull Mix,Black/White,0.0
A765593,*Raven,01/23/2018 10:51:00 AM,01/23/2018 10:51:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Black/Brown,*Raven,01/24/2018 12:00:00 AM,01/24/2018 12:00:00 AM,12/15/2017,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Black/Brown,0.0
A736738,*Blossom,10/16/2016 01:32:00 PM,10/16/2016 01:32:00 PM,7201 Levander in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,*Blossom,11/02/2016 01:08:00 PM,11/02/2016 01:08:00 PM,08/25/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A748231,,05/01/2017 09:40:00 AM,05/01/2017 09:40:00 AM,7002 Millrace Dr in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Cream Tabby,,08/15/2017 07:08:00 AM,08/15/2017 07:08:00 AM,04/09/2017,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Cream Tabby,0.0
A684912,Kai Franco,07/30/2014 12:21:00 PM,07/30/2014 12:21:00 PM,2Nd St And Comal in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Labrador Retriever Mix,Black/White,Kai Franco,08/03/2014 06:15:00 PM,08/03/2014 06:15:00 PM,04/15/2014,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black/White,0.0
A724043,,04/11/2016 09:34:00 AM,04/11/2016 09:34:00 AM,1204 Lorrain St in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Raccoon,Gray/Black,,04/12/2016 08:45:00 AM,04/12/2016 08:45:00 AM,04/11/2015,Other,Unknown,1 year,Raccoon,Gray/Black,1.0
A719729,,01/26/2016 02:00:00 PM,01/26/2016 02:00:00 PM,7706 Eastcrest in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Sable,,01/31/2016 06:57:00 PM,01/31/2016 06:57:00 PM,11/26/2015,Dog,Spayed Female,2 months,Labrador Retriever Mix,Sable,0.0
A671877,Kinda,01/31/2014 04:10:00 PM,01/31/2014 04:10:00 PM,Levander Loop in Austin (TX),Owner Surrender,Sick,Dog,Intact Female,6 years,Border Collie Mix,Gray/Black,Kinda,01/31/2014 04:33:00 PM,01/31/2014 04:33:00 PM,01/31/2008,Dog,Intact Female,6 years,Border Collie Mix,Gray/Black,1.0
A725725,,05/02/2016 01:47:00 PM,05/02/2016 01:47:00 PM,1605 Berene Avenue in Austin (TX),Stray,Normal,Cat,Unknown,1 day,Domestic Shorthair Mix,Blue Tabby,,05/06/2016 12:18:00 PM,05/06/2016 12:18:00 PM,05/01/2016,Cat,Unknown,5 days,Domestic Shorthair Mix,Blue Tabby,0.0
A744516,*Zelda,03/02/2017 12:42:00 PM,03/02/2017 12:42:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 weeks,Siamese Mix,Lynx Point,*Zelda,04/29/2017 03:10:00 PM,04/29/2017 03:10:00 PM,02/07/2017,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point,0.0
A742432,Bobby,04/05/2017 09:08:00 AM,04/05/2017 09:08:00 AM,12304 Drummond Dr in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull,Black,Bobby,04/11/2017 06:24:00 PM,04/11/2017 06:24:00 PM,10/21/2015,Dog,Neutered Male,1 year,Pit Bull,Black,0.0
A681339,,06/15/2014 10:35:00 AM,06/15/2014 10:35:00 AM,5338 Thunder Creek in Austin (TX),Stray,Normal,Cat,Intact Male,1 week,Domestic Shorthair Mix,Black/White,,07/09/2014 08:28:00 AM,07/09/2014 08:28:00 AM,06/08/2014,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White,1.0
A795427,*Quincy,05/20/2019 02:19:00 PM,05/20/2019 02:19:00 PM,Blue Meadow And Stone Leigh in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd/Australian Shepherd,Chocolate/Tan,*Quincy,05/28/2019 02:04:00 PM,05/28/2019 02:04:00 PM,05/20/2017,Dog,Intact Male,2 years,German Shepherd/Australian Shepherd,Chocolate/Tan,0.0
A689283,*Dexter,10/01/2014 04:18:00 PM,10/01/2014 04:18:00 PM,5808 Mckinney Falls Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Pinscher Mix,Black/Tan,*Dexter,10/05/2014 01:09:00 PM,10/05/2014 01:09:00 PM,10/01/2013,Dog,Intact Male,1 year,Miniature Pinscher Mix,Black/Tan,0.0
A670492,Chuey,01/09/2014 11:31:00 AM,01/09/2014 11:31:00 AM,7Th St And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Shih Tzu Mix,Cream/White,Chuey,01/09/2014 12:03:00 PM,01/09/2014 12:03:00 PM,01/09/2008,Dog,Neutered Male,6 years,Shih Tzu Mix,Cream/White,0.0
A666626,,11/04/2013 05:54:00 PM,11/04/2013 05:54:00 PM,Stassney Ln And Pleasant Valley in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico,,11/09/2013 04:56:00 PM,11/09/2013 04:56:00 PM,09/04/2013,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,0.0
A670661,*Angelina,01/11/2014 04:36:00 PM,01/11/2014 04:36:00 PM,Rosewood Ave & Angelina St in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Dogo Argentino,White/Black,*Angelina,12/07/2014 04:16:00 PM,12/07/2014 04:16:00 PM,01/11/2011,Dog,Spayed Female,3 years,Dogo Argentino,White/Black,0.0
A664882,Casper,10/10/2013 12:32:00 PM,10/10/2013 12:32:00 PM,6202 Thurgood Ave in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Great Pyrenees Mix,White,Casper,10/15/2013 07:03:00 PM,10/15/2013 07:03:00 PM,04/10/2012,Dog,Neutered Male,1 year,Great Pyrenees Mix,White,0.0
A764055,Summer,12/23/2017 11:07:00 AM,12/23/2017 11:07:00 AM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,Brown,Summer,12/30/2017 11:49:00 AM,12/30/2017 11:49:00 AM,12/12/2014,Dog,Spayed Female,3 years,Labrador Retriever Mix,Brown,0.0
A742398,*Eclair,01/21/2017 11:01:00 AM,01/21/2017 11:01:00 AM,9201 Circuit Of The Americas Blvd in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Chinese Sharpei Mix,Tan,*Eclair,02/24/2017 04:47:00 PM,02/24/2017 04:47:00 PM,12/06/2016,Dog,Spayed Female,2 months,Chinese Sharpei Mix,Tan,0.0
A707497,*Abby,07/13/2015 10:35:00 PM,07/13/2015 10:35:00 PM,Stassney & S. 1St in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White,*Abby,08/06/2015 02:44:00 PM,08/06/2015 02:44:00 PM,06/07/2015,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White,0.0
A719699,*Cora,01/25/2016 04:35:00 PM,01/25/2016 04:35:00 PM,6263 Mcneil Dr in Austin (TX),Stray,Sick,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue Tabby,*Cora,03/30/2016 10:14:00 AM,03/30/2016 10:14:00 AM,01/25/2011,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue Tabby,1.0
A333781,Junior,05/16/2016 02:09:00 PM,05/16/2016 02:09:00 PM,5601 Manchaca Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,12 years,Chihuahua Shorthair Mix,Tan/White,Junior,05/16/2016 05:19:00 PM,05/16/2016 05:19:00 PM,11/10/2003,Dog,Neutered Male,12 years,Chihuahua Shorthair Mix,Tan/White,0.0
A766665,Jax,02/13/2018 11:30:00 PM,02/13/2018 11:30:00 PM,100 Beaver St in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Pit Bull Mix,Blue/White,Jax,03/17/2018 06:01:00 PM,03/17/2018 06:01:00 PM,02/14/2017,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,0.0
A694223,,12/22/2014 05:15:00 PM,12/22/2014 05:15:00 PM,7715 Hidden View in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,,12/24/2014 09:03:00 AM,12/24/2014 09:03:00 AM,12/22/2012,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,1.0
A758243,,09/13/2017 10:18:00 AM,09/13/2017 10:18:00 AM,2506 Perkins Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,American Shorthair Mix,Black,,09/16/2017 12:24:00 PM,09/16/2017 12:24:00 PM,08/30/2017,Cat,Intact Female,2 weeks,American Shorthair Mix,Black,0.0
A632004,Papuchon,03/07/2014 07:20:00 PM,03/07/2014 07:20:00 PM,7800 N I 35 in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Boxer Mix,White/Tan,Papuchon,03/15/2014 01:17:00 PM,03/15/2014 01:17:00 PM,07/11/2009,Dog,Neutered Male,4 years,Boxer Mix,White/Tan,0.0
A777148,,07/24/2018 11:52:00 AM,07/24/2018 11:52:00 AM,2000 Westlake Drive in Travis (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Torbie,,07/29/2018 05:32:00 PM,07/29/2018 05:32:00 PM,03/24/2018,Cat,Intact Female,4 months,Domestic Shorthair Mix,Torbie,0.0
A808739,*Flora,12/12/2019 03:50:00 PM,12/12/2019 03:50:00 PM,Outside Jurisdiction,Stray,Normal,Dog,Spayed Female,2 years,Dachshund/Beagle,Tan,*Flora,12/31/2019 05:29:00 PM,12/31/2019 05:29:00 PM,11/13/2017,Dog,Spayed Female,2 years,Dachshund/Beagle,Tan,0.0
A735372,*Valeria,09/23/2016 12:00:00 PM,09/23/2016 12:00:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,*Valeria,11/10/2016 01:04:00 PM,11/10/2016 01:04:00 PM,08/08/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,0.0
A650205,Cooper,11/24/2017 02:54:00 PM,11/24/2017 02:54:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Beagle/Queensland Heeler,Tricolor,Cooper,12/20/2017 02:06:00 PM,12/20/2017 02:06:00 PM,03/25/2012,Dog,Neutered Male,5 years,Beagle/Queensland Heeler,Tricolor,0.0
A701656,,05/02/2015 04:50:00 PM,05/02/2015 04:50:00 PM,5703 Whitebrook Dr in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,,05/02/2015 06:16:00 PM,05/02/2015 06:16:00 PM,04/10/2015,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0
A686405,,08/21/2014 12:33:00 PM,08/21/2014 12:33:00 PM,5017 W Hwy 290 in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby/White,,08/21/2014 02:15:00 PM,08/21/2014 02:15:00 PM,08/06/2014,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby/White,0.0
A734608,Penny,09/09/2016 04:16:00 PM,09/09/2016 04:16:00 PM,10702 Daryl in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Brown/White,Penny,09/15/2016 05:43:00 PM,09/15/2016 05:43:00 PM,07/02/2015,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White,0.0
A694655,Smokey,05/14/2016 11:04:00 AM,05/14/2016 11:04:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,American Bulldog Mix,Blue/White,Smokey,11/19/2016 04:06:00 PM,11/19/2016 04:06:00 PM,01/02/2013,Dog,Neutered Male,3 years,American Bulldog Mix,Blue/White,0.0
A756299,Schmidt,08/17/2017 12:22:00 PM,08/17/2017 12:22:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,White/Orange,Schmidt,08/19/2017 10:14:00 AM,08/19/2017 10:14:00 AM,06/02/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange,0.0
A704598,Switch,06/11/2015 01:35:00 PM,06/11/2015 01:35:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Border Collie Mix,Black/White,Switch,06/15/2015 03:58:00 PM,06/15/2015 03:58:00 PM,06/06/2013,Dog,Neutered Male,2 years,Border Collie Mix,Black/White,0.0
A756198,,08/15/2017 03:23:00 PM,08/15/2017 03:23:00 PM,1705 Ledgewood in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,,08/15/2017 05:24:00 PM,08/15/2017 05:24:00 PM,07/31/2017,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,0.0
A722849,,03/23/2016 10:37:00 AM,03/23/2016 10:37:00 AM,4932 Bee Creek Road in Travis (TX),Public Assist,Normal,Other,Unknown,1 year,Bat,Black,,03/23/2016 10:44:00 AM,03/23/2016 10:44:00 AM,03/23/2015,Other,Unknown,1 year,Bat,Black,1.0
A716161,Snoop,11/15/2015 04:48:00 PM,11/15/2015 04:48:00 PM,4603 Nuckols Crossing Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Pit Bull/Labrador Retriever,White/Brown,Snoop,11/15/2015 05:56:00 PM,11/15/2015 05:56:00 PM,11/15/2007,Dog,Neutered Male,8 years,Pit Bull/Labrador Retriever,White/Brown,0.0
A739876,,12/08/2016 12:44:00 PM,12/08/2016 12:44:00 PM,Cooper Ln & Buckingham Pl in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Longhair/Dachshund,Tan/White,,12/12/2016 05:55:00 PM,12/12/2016 05:55:00 PM,12/08/2014,Dog,Spayed Female,2 years,Chihuahua Longhair/Dachshund,Tan/White,0.0
A809743,Chewie,11/30/2019 01:56:00 PM,11/30/2019 01:56:00 PM,1516 Riverside Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Cairn Terrier Mix,Tan/White,Chewie,12/12/2019 01:24:00 PM,12/12/2019 01:24:00 PM,11/30/2018,Dog,Neutered Male,1 year,Cairn Terrier Mix,Tan/White,0.0
A780127,,09/10/2018 11:10:00 AM,09/10/2018 11:10:00 AM,6602 Carissbrooke Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Weimaraner/Vizsla,Chocolate,,09/11/2018 02:45:00 PM,09/11/2018 02:45:00 PM,07/10/2018,Dog,Intact Female,2 months,Weimaraner/Vizsla,Chocolate,0.0
A775402,*Luna,06/29/2018 06:43:00 PM,06/29/2018 06:43:00 PM,9800 Metric Boulevard in Austin (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair Mix,Tortie,*Luna,07/16/2018 06:43:00 PM,07/16/2018 06:43:00 PM,06/29/2018,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie,0.0
A807554,,10/26/2019 12:06:00 PM,10/26/2019 12:06:00 PM,6910 Bethune in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,,12/29/2019 06:17:00 PM,12/29/2019 06:17:00 PM,09/02/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White,0.0
A718015,*Gilbert,12/19/2015 02:42:00 PM,12/19/2015 02:42:00 PM,9024 Northgate Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Red,*Gilbert,12/28/2015 06:12:00 PM,12/28/2015 06:12:00 PM,12/19/2014,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Red,0.0
A778400,Bella,08/20/2018 05:07:00 PM,08/20/2018 05:07:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Siberian Husky Mix,Brown/Tan,Bella,08/25/2018 05:39:00 PM,08/25/2018 05:39:00 PM,02/14/2016,Dog,Spayed Female,2 years,Siberian Husky Mix,Brown/Tan,0.0
A795736,*Dwight,05/24/2019 06:57:00 AM,05/24/2019 06:57:00 AM,10001 S 1St in Austin (TX),Stray,Sick,Cat,Intact Male,2 weeks,Domestic Shorthair,Orange Tabby,*Dwight,08/03/2019 02:46:00 PM,08/03/2019 02:46:00 PM,05/09/2019,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby,0.0
A751602,,06/23/2017 01:13:00 PM,06/23/2017 01:13:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Siamese Mix,Chocolate Point,,06/25/2017 03:50:00 PM,06/25/2017 03:50:00 PM,05/03/2017,Cat,Intact Male,1 month,Siamese Mix,Chocolate Point,0.0
A753832,,07/11/2017 05:54:00 PM,07/11/2017 05:54:00 PM,5213 Walnut Grove in Austin (TX),Stray,Injured,Dog,Intact Female,7 years,Rottweiler Mix,Black/Brown,,07/15/2017 05:33:00 PM,07/15/2017 05:33:00 PM,07/11/2010,Dog,Intact Female,7 years,Rottweiler Mix,Black/Brown,1.0
A732148,*Benny,08/03/2016 11:03:00 AM,08/03/2016 11:03:00 AM,12309 Twin Creeks Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown,*Benny,09/23/2016 02:57:00 PM,09/23/2016 02:57:00 PM,08/03/2011,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown,0.0
A711824,*Bindi,09/12/2015 02:35:00 PM,09/12/2015 02:35:00 PM,519 Academy Dr in Austin (TX),Stray,Normal,Cat,Intact Female,5 weeks,Domestic Shorthair Mix,Torbie,*Bindi,11/28/2015 01:09:00 PM,11/28/2015 01:09:00 PM,08/08/2015,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie,0.0
A737451,,10/28/2016 12:56:00 PM,10/28/2016 12:56:00 PM,Mustang Mesa Dr And Gunsmoke Ct in Travis (TX),Stray,Normal,Dog,Intact Female,7 months,Chinese Sharpei/Rat Terrier,Brown/White,,11/02/2016 02:24:00 PM,11/02/2016 02:24:00 PM,02/28/2016,Dog,Spayed Female,8 months,Chinese Sharpei/Rat Terrier,Brown/White,0.0
A691836,Molly,11/10/2014 02:20:00 PM,11/10/2014 02:20:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,White/Tan,Molly,11/20/2014 05:10:00 PM,11/20/2014 05:10:00 PM,11/10/2011,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White/Tan,0.0
A742665,Luke,01/25/2017 06:00:00 PM,01/25/2017 06:00:00 PM,8408 Fall Meadow in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Beagle Mix,Tricolor,Luke,01/30/2017 11:40:00 AM,01/30/2017 11:40:00 AM,01/25/2009,Dog,Neutered Male,8 years,Beagle Mix,Tricolor,0.0
A742699,Panchito,01/26/2017 12:32:00 PM,01/26/2017 12:32:00 PM,Castlekeep Way And Plumpton Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White,Panchito,01/30/2017 05:03:00 PM,01/30/2017 05:03:00 PM,01/26/2016,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White,0.0
A705614,Blue,06/19/2015 04:31:00 PM,06/19/2015 04:31:00 PM,8023 Coulver Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Longhair Mix,Blue Tabby,Blue,06/23/2015 06:05:00 PM,06/23/2015 06:05:00 PM,04/19/2015,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue Tabby,0.0
A708640,,07/29/2015 10:10:00 PM,07/29/2015 10:10:00 PM,4603 Preakness Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White,,08/02/2015 06:18:00 PM,08/02/2015 06:18:00 PM,07/29/2014,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,0.0
